index,World,OECD Total,Non-OECD Total,Canada,Chile,Colombia,Mexico,United States,OECD Americas,Australia,Israel,Japan,Korea,New Zealand,OECD Asia Oceania,Denmark,Estonia,France,Germany,Italy,Netherlands,Norway,Poland,Slovenia,Sweden,United Kingdom,OECD Europe,Azerbaijan,Kazakhstan,Romania,Russian Federation,Turkmenistan,Ukraine,Uzbekistan,Non-OECD Europe and Eurasia,Algeria,Angola,Benin,Botswana,Cameroon,Congo,Côte d'Ivoire,Dem. Rep. of Congo,Egypt,Equatorial Guinea,Eritrea,Ethiopia,Gabon,Ghana,Kenya,Libya,Madagascar,Morocco,Mozambique,Namibia,Niger,Nigeria,Senegal,South Africa,South Sudan,Sudan,United Rep. of Tanzania,Togo,Tunisia,Uganda,Africa,Bangladesh,Brunei Darussalam,India,Indonesia,Malaysia,Pakistan,Philippines,Thailand,Viet Nam,Asia (excl. China),People's Rep. of China,"China (incl. Hong Kong, China)",Argentina,Bolivia,Brazil,Cuba,Ecuador,Guyana,Paraguay,Peru,Trinidad and Tobago,Uruguay,Venezuela,Non-OECD Americas,Bahrain,Islamic Rep. of Iran,Iraq,Jordan,Kuwait,Lebanon,Oman,Qatar,Saudi Arabia,Syrian Arab Republic ,United Arab Emirates,Yemen,Middle East,European Union - 27,G7,G8,Americas
2006,32099.30859375,13495.256,17539.877,580.74664,58.199665,73.34023,491.01288,5919.165,7128.724,414.66965,62.6993,1170.005,479.74518,35.211716,2162.3308,59.20164,15.999956,370.4222,817.5125,458.63904,165.9972,37.4778,346.10593,16.17353,48.895138,550.7559,4204.2007,37.525005,257.24203,106.139565,2030.5817,151.64162,349.23584,158.12292,3372.8496,180.1683,48.74811,4.651607,4.603221,15.687692,13.497161,10.335394,17.771654,177.50203,14.811292,0.8232694,27.236048,14.573089,9.532114,15.968529,107.88531,3.9163084,42.066696,8.685149,2.6778283,2.3221238,196.98856,5.0571065,426.4709,,20.727657,18.697515,1.7192899,23.917282,8.832962,1507.9358,47.044445,9.838153,1325.9967,417.22235,190.47137,165.26866,69.94294,221.40121,114.858246,3065.9038,6578.9595,6620.839,178.88248,13.78375,366.3565,26.79852,41.31629,1.4117352,4.7906747,33.280945,26.830812,6.51873,427.94724,1234.4185,25.781254,604.4178,109.89929,19.06705,101.14891,14.530206,51.63629,59.55189,387.44974,152.99564,153.24301,58.20996,1737.931,3511.2632,9867.246,11897.828,8363.143
2007,33182.578125,13665.133,18401.795,611.6294,65.51991,75.8438,497.19653,6010.8237,7267.957,427.5473,65.00131,1206.1998,497.54062,34.181656,2230.4707,54.357353,19.480986,361.55035,785.572,451.5135,166.79404,37.93118,341.64233,16.168804,47.351784,538.639,4166.7046,37.037605,270.48184,102.52124,2040.2069,166.10654,361.56363,152.3901,3419.3691,182.36127,54.12088,5.2402945,4.903486,15.592546,11.112949,10.254472,18.599424,189.16385,15.32401,0.8181659,28.749908,13.819471,10.069411,16.073378,103.77928,4.019337,42.790874,6.083619,2.72781,2.4537082,184.65956,5.6330776,444.85028,,21.806543,18.308365,1.751218,25.266914,9.419797,1535.158,49.648518,9.285626,1448.6992,430.94302,206.85187,178.6735,73.71974,229.00589,124.166954,3247.6238,7107.5957,7151.5957,185.57108,15.072748,381.9983,27.58823,40.97606,1.6848301,4.58939,36.171383,27.201443,6.0523996,421.9311,1259.109,26.368557,633.9622,104.2102,19.881496,98.388016,13.074281,54.038662,66.63883,402.91562,152.39124,161.55226,55.51842,1788.9398,3462.358,9965.928,12006.135,8527.066
2008,33427.20703125,13349.593,18953.5,591.61096,68.93679,77.455185,498.43124,5843.8916,7087.261,431.1405,65.27346,1139.2288,508.6298,35.238476,2179.511,51.20726,17.16736,357.57935,792.4454,439.2879,167.49274,38.913082,335.69705,17.209612,46.258137,523.5892,4082.8208,41.414585,307.7412,101.157265,2028.8118,172.19511,350.69635,160.00618,3450.7708,186.33473,60.52509,5.329068,5.0033717,16.264145,11.713924,11.016518,19.121048,197.51198,14.446378,0.758927,29.638443,14.349525,9.625387,16.675297,107.8993,4.1909456,45.166843,6.378357,3.1002018,2.5495744,185.83708,5.9236174,475.8344,,22.475073,18.511124,1.9777135,25.618465,9.80322,1598.1119,53.30426,10.18146,1552.3286,426.85367,219.98645,172.87549,75.805916,234.92969,134.57469,3372.9048,7303.33,7345.886,190.4576,15.905615,403.94974,26.74436,41.74158,1.6817633,5.2068853,40.883152,26.802769,7.993116,438.5702,1305.7557,28.21339,640.585,118.305786,18.776514,104.74769,16.697664,53.49335,71.49792,436.52408,153.52658,184.3097,53.391914,1880.0696,3390.2517,9687.633,11716.445,8393.017
2009,32891.43359375,12608.648,19213.299,562.8786,66.69687,81.82521,484.73932,5446.55,6649.2974,438.12036,64.6333,1085.9979,517.4304,32.24199,2138.424,49.25204,14.125975,344.46005,737.73114,393.55527,162.79741,38.941154,322.70163,15.499746,43.135456,475.43097,3820.9275,37.44609,283.13626,86.96866,1918.6052,127.81752,300.23602,144.74272,3169.224,185.37059,60.4786,5.733285,4.5736256,16.560848,13.168051,10.391162,19.350092,201.67215,12.313364,0.78854394,30.367176,14.228107,10.922257,18.660501,105.21196,4.0928903,44.663273,6.376187,3.2041712,2.8315775,174.12012,6.495096,451.94397,,23.030344,18.72686,3.2447736,25.728867,10.505074,1570.7874,57.32582,9.891614,1656.4067,446.31085,197.49995,177.22157,76.84345,226.34944,147.72716,3472.6316,7784.2783,7829.054,177.91461,16.211073,380.33966,27.049522,43.79292,1.7032535,5.4650917,43.78724,25.627748,7.747061,421.0996,1255.976,28.071476,656.93896,126.04411,19.642887,103.520454,19.72203,56.26793,73.08002,445.65228,148.13774,183.22693,55.320312,1915.6251,3156.9834,9046.604,10965.209,7905.273
2010,34821.6875,13147.469,20532.178,580.49884,71.1213,84.03963,499.96582,5702.047,6944.5244,445.68973,69.29103,1142.2449,575.1709,32.22095,2264.6174,49.551037,18.510998,348.73682,776.6489,402.0114,173.51651,41.337532,340.21573,15.842247,48.411423,491.71796,3938.3267,36.15795,299.91443,83.93679,1994.3295,143.28561,317.4683,154.10246,3306.0894,186.76855,62.796665,5.8485518,3.8163943,15.863704,14.758521,11.086755,19.541777,203.66301,12.66883,0.83013207,30.962639,15.019128,11.990454,19.64032,110.85917,4.2928834,47.86548,6.2946835,2.699421,3.1783838,197.21225,6.538481,474.1584,,23.579035,20.099041,3.0637555,27.70541,10.614597,1643.7637,63.196888,9.167427,1759.5504,474.8069,216.56618,173.25046,82.46464,244.4611,162.47765,3690.9753,8525.661,8567.379,188.06422,17.667747,428.80624,28.287493,47.00065,1.8350236,5.9818764,48.245045,28.097828,6.482652,427.40924,1331.9226,29.232574,654.5232,141.12198,19.114466,105.72264,18.659801,60.071922,83.2173,486.41525,147.26567,190.6348,56.06718,1992.0468,3245.6494,9443.905,11438.235,8276.447
2011,35805.2578125,12936.791,21711.938,594.31934,77.93524,92.687965,514.6362,5500.9736,6787.6714,441.7817,68.368416,1198.9425,604.2038,31.409319,2344.7058,44.140327,18.391811,334.2672,748.3444,392.9309,161.17036,40.21805,335.2541,15.816323,44.946568,451.81882,3804.414,38.285603,325.3529,90.03489,2080.6309,175.79816,338.4556,155.63199,3492.6763,190.33084,61.853504,5.716753,4.448253,15.319537,14.682954,11.417641,20.58414,209.41307,11.770284,0.9037704,32.528526,14.782082,13.271889,19.925854,59.12968,4.634799,52.178635,7.6913815,2.7192116,2.965687,198.74101,6.8974824,457.3631,,26.099874,22.200594,2.8994339,26.959131,11.295707,1599.2091,67.75965,9.37513,1863.7472,539.1031,216.95508,175.4943,83.14979,242.51471,163.30125,3867.7869,9298.307,9342.982,196.57767,19.124521,448.08826,27.794968,46.85076,1.9097818,6.17903,52.2861,28.853579,7.7651663,424.17923,1364.2856,29.350916,664.2523,148.67583,20.01796,112.33482,18.947596,66.9894,93.315605,509.7351,136.36668,198.59447,46.41737,2044.998,3148.4324,9221.597,11302.228,8151.957
2012,36137.2109375,12778.681,22245.541,590.7846,80.18504,94.205414,523.5323,5295.414,6591.2554,444.67615,74.57035,1239.3339,601.5958,33.333252,2393.5095,39.136604,16.874535,338.19437,762.36914,376.05014,159.78633,39.958675,330.12277,15.21926,42.427242,473.6819,3793.916,40.787857,320.44284,87.69722,2049.149,183.8852,331.71994,139.04301,3430.0422,207.4963,63.0398,5.5446177,4.0633283,15.275037,12.513128,13.465746,15.477351,219.44391,11.923819,0.90410066,33.58945,14.325508,15.354238,19.045021,110.30693,5.2132254,53.657043,9.014481,2.80336,3.721194,194.84943,6.802975,477.6478,2.0556612,22.72167,23.44197,2.693213,28.689367,11.577524,1693.8068,72.47443,9.282102,2006.3693,543.84174,220.62068,178.25278,85.651,261.59885,162.5204,4044.8135,9539.5205,9583.64,198.79799,20.552526,482.94995,28.861248,46.64889,2.0745156,6.014377,51.627457,28.198166,8.726602,448.59067,1431.0385,30.318182,656.84076,171.3836,22.987612,115.11486,21.482931,74.71467,101.05796,536.1605,83.82768,208.61568,39.69571,2062.2002,3094.3682,9075.828,11124.977,8022.294
2013,36738.8671875,12858.692,22761.08,603.1443,84.92316,104.468216,513.24927,5445.777,6759.0083,441.65808,65.64653,1251.4021,600.28253,32.942295,2391.9314,40.82791,18.799496,339.2803,778.0896,346.68747,158.55702,40.684105,325.04587,14.569168,40.81696,459.89655,3707.7527,41.7832,334.76727,78.17807,2004.2408,192.09193,326.19196,136.26382,3379.7556,211.44408,65.05829,5.9455013,6.088264,16.438725,13.06141,14.211204,17.668186,218.00171,11.547913,0.8693263,35.475895,14.271896,16.729082,20.076418,95.366104,5.435635,52.90859,10.026053,2.8783822,4.55062,200.8173,6.910772,489.86087,3.080115,22.828894,25.061996,2.3526165,28.569534,11.999441,1717.4556,76.00866,9.010989,2059.5476,513.4119,239.14728,181.1493,94.65467,270.58514,169.06453,4107.939,9946.768,9992.226,203.53429,22.11957,513.9091,29.01976,49.47936,2.0433118,6.0625196,52.83018,28.804144,7.580904,449.87396,1474.0095,32.61848,675.23804,182.80153,22.63293,117.67767,21.081573,78.32089,101.737885,543.29364,45.779648,219.62503,48.887394,2089.6948,3017.3047,9224.277,11228.519,8233.018
2014,36839.53515625,12641.72,23042.941,612.86475,77.693214,106.72084,497.99487,5486.9976,6789.7505,437.2371,63.264095,1201.5565,585.0457,32.958878,2320.0623,36.60265,17.457834,306.12283,736.19257,327.64343,150.91228,40.590797,310.31223,13.057778,39.40179,420.5861,3531.907,42.402004,291.61154,77.40242,1983.413,188.57092,281.8691,126.361336,3250.335,221.76501,66.19746,6.4991837,7.6759353,17.8285,12.936038,14.724084,20.427582,223.14017,13.013207,0.88284814,37.751965,14.62069,16.317001,21.913824,78.881065,5.5899816,54.899376,10.923021,2.975044,4.8044386,208.84758,7.7706394,501.68625,3.9430845,23.80898,24.373703,2.2177675,29.84507,12.694653,1759.8457,79.20264,8.847489,2235.103,541.9683,252.73792,189.09029,100.51672,267.17386,182.86305,4375.2246,9954.68,10001.464,200.20428,23.691273,540.2897,27.11477,52.353466,2.130406,6.395147,56.257866,28.48672,6.7484865,442.60696,1498.0831,34.078945,705.88025,181.95506,24.28216,115.908295,22.934208,82.06673,107.497055,579.2885,40.58491,219.23106,44.283028,2157.9902,2863.4873,9091.964,11075.377,8287.834
2015,36678.34765625,12569.555,22900.51,607.2066,83.37302,107.30367,502.85815,5373.4746,6681.365,444.0467,64.97498,1162.7479,596.5997,33.267178,2301.6365,34.456367,14.5329075,312.13806,742.8171,338.57166,158.9766,41.47443,313.98816,13.15725,39.43851,405.97986,3586.5535,41.723316,256.4518,78.666595,1974.8346,196.53946,218.71156,119.63354,3150.84,229.71861,71.22142,6.8711295,7.655158,19.311752,12.83239,14.273231,20.791172,228.79512,12.022945,0.8772875,38.43951,14.931642,17.332853,23.201883,70.573715,5.9019814,56.565872,11.600592,3.3189456,4.773611,201.29591,8.588324,476.3941,4.3430414,26.218143,26.570562,2.1029973,29.874714,13.736499,1754.1415,85.70922,8.081551,2270.773,543.0641,253.95175,197.74905,108.71494,273.25894,195.15393,4456.178,9844.733,9888.188,205.94319,24.04703,518.92755,29.648432,51.839718,2.1081977,7.0458117,57.2753,27.299358,6.9069166,417.80615,1467.4889,34.34332,705.29816,189.3433,24.10168,118.53415,25.04568,86.00508,110.30819,606.52795,36.412086,230.1966,17.556646,2183.6729,2923.9548,8942.936,10917.7705,8148.854
2016,36636.43359375,12452.414,22931.488,605.89404,87.6502,108.87441,503.9875,5247.8457,6562.0117,450.18567,64.18625,1147.9994,597.62286,32.210716,2292.2048,35.97165,16.088816,314.66998,747.5956,334.31668,160.00789,40.65933,324.39224,13.951361,38.91772,384.6666,3598.197,42.19014,269.2168,76.62574,1966.5104,189.83604,231.55124,125.94215,3165.8694,227.50952,69.27753,8.203071,7.342981,19.60361,12.176514,14.041992,20.73163,236.95602,11.111517,0.8999001,40.8612,14.874138,17.095314,24.417912,66.82554,6.759811,56.462784,13.019237,3.6141307,4.805397,197.80095,9.233379,473.89392,3.9412472,27.538723,27.218914,2.63957,28.95655,14.191599,1755.8817,94.28468,8.600085,2294.1372,535.28265,248.63263,212.27524,118.82883,268.23563,212.0256,4544.4536,9778.96,9823.3,203.3923,25.142555,482.16736,27.454147,50.403027,2.3759441,8.289024,59.681828,23.507545,6.847115,384.24466,1394.3348,34.184795,742.1243,211.01732,23.620335,122.786705,25.903938,86.679,112.05013,606.2569,33.07913,238.0989,11.84803,2247.6494,2932.8079,8782.987,10749.498,7956.3467
2017,37191.20703125,12452.537,23429.049,621.52484,88.56014,100.44303,498.14255,5193.8745,6510.4116,453.401,64.88831,1133.3804,615.98236,33.99445,2301.6465,33.67021,16.865864,318.9858,732.0625,330.40057,157.25063,40.403866,335.67053,14.098737,38.62884,373.2757,3640.4785,41.20551,284.9242,79.404106,1998.5803,193.17743,196.69048,130.35141,3192.7231,230.85591,64.894516,8.372373,8.065753,19.02132,13.039179,15.362531,23.646168,247.54565,10.004061,0.9299799,41.227375,13.27907,19.839428,25.612078,86.03595,7.1679726,59.35443,14.6352215,3.4697852,4.681006,192.4641,8.94678,484.4371,3.8516614,27.324644,27.354416,2.2321675,29.538256,14.7047415,1806.456,100.355965,9.041768,2406.966,558.87225,241.76907,227.83424,130.40881,269.99896,213.04492,4771.9277,9983.977,10027.534,199.23567,25.30804,497.1599,26.632446,48.96072,2.3810613,9.172595,56.55746,23.476337,6.4026637,342.46097,1345.9047,34.413116,775.24054,223.59163,24.89877,119.93834,27.385582,87.10786,113.92233,597.62964,39.399525,227.73111,13.24477,2284.5032,2953.3508,8703.504,10702.085,7856.3164
2018,38022.5703125,12547.491,24136.373,636.2888,88.27924,103.07389,469.4729,5400.1587,6705.1343,453.82883,60.652264,1093.4862,635.31366,33.02041,2276.3013,33.553726,15.858394,308.48096,707.53186,325.9146,152.97739,39.911304,334.20493,13.995715,36.319046,366.91748,3566.056,42.09027,291.67038,80.183395,2075.182,197.2643,209.32323,127.68645,3292.0664,237.91635,58.826054,8.998212,8.826222,19.616053,15.788892,14.474298,21.438444,243.3257,9.519064,1.0038016,43.303562,12.428077,21.195549,25.738356,93.33129,6.981139,60.774036,15.637956,3.4314492,4.8446956,198.41376,9.444034,488.29065,4.0458217,27.33321,28.165691,2.632766,29.56632,15.568973,1834.5116,102.84753,9.2537775,2518.6016,616.5533,257.4944,216.41734,135.46237,265.34976,263.34808,4986.216,10452.613,10496.068,198.5509,25.197855,475.19034,26.923965,49.927475,2.4893663,9.533153,56.806858,23.060658,6.845522,287.19174,1273.6848,34.609737,764.13074,233.37689,23.456047,122.46602,25.786945,90.792,112.8318,576.18677,41.68087,211.06053,17.447138,2253.8254,2888.0361,8838.778,10913.96,7978.8193
2019,37996.3515625,12221.365,24444.318,630.74304,93.51672,102.623,482.4825,5277.8696,6594.944,455.36465,62.663105,1056.2534,609.34973,34.379433,2218.0105,29.931852,10.162515,301.9554,658.2585,318.0862,147.81952,38.698498,315.95953,13.535566,35.853294,352.98038,3408.4114,44.157364,278.42834,78.54426,2088.515,229.794,196.54636,129.97618,3309.8203,243.60953,57.87965,8.95462,7.9639173,19.741623,16.949026,15.419523,21.978184,225.48734,8.819797,1.0292164,45.36884,13.275621,22.462105,26.16854,97.874275,7.725106,67.38352,14.7690935,3.5112927,5.1687603,206.76164,9.283521,493.76547,4.503662,27.542692,30.511978,2.6238122,29.4206,15.463629,1855.6226,106.20245,8.972082,2506.7312,657.7084,260.4352,211.87738,142.29922,275.6102,312.23117,5089.102,10631.563,10674.495,192.3115,24.648325,475.38635,22.442974,50.131866,2.7061567,9.250157,58.954197,22.468233,7.120283,225.51518,1212.3129,37.542606,786.2992,247.43805,22.155901,119.71315,25.941303,91.57108,115.02172,572.682,42.886093,223.71065,18.004427,2302.9663,2750.856,8596.146,10684.662,7807.257
2020,35878.75,11112.506,23824.977,573.8503,86.198944,92.75414,420.3757,4725.1323,5905.094,438.87994,58.80963,998.7016,565.5687,31.91855,2093.8784,27.375748,7.436798,267.61707,605.37103,282.41785,131.76877,37.27172,299.53314,12.328903,34.624447,313.57092,3113.5334,42.091778,279.09393,72.71177,1995.6447,189.27034,188.84041,135.7812,3154.0027,229.3031,49.468006,9.534726,6.524083,19.68692,16.640886,15.567115,24.86882,234.40324,8.83969,1.0458618,45.084465,12.903701,25.069818,25.404964,60.06422,6.90535,63.557697,13.246455,3.2583313,5.44272,193.39963,9.023155,470.48108,4.379303,25.933577,30.179321,3.01548,28.175081,15.865348,1760.0809,101.4442,11.192058,2323.5981,614.02106,252.87642,234.83644,132.0016,262.4517,319.77316,4851.3237,10722.173,10755.6045,174.20993,21.23739,453.84418,18.66428,42.762157,3.601643,8.5443535,48.878727,20.031076,6.7610526,138.73114,1044.2393,37.128677,798.17645,228.47627,19.866322,113.73498,21.274113,87.13922,113.12734,561.0292,43.036854,219.85832,16.87768,2259.7253,2487.459,7766.661,9762.306,6949.3335
2021,37852.13671875,11664.004,25193.99,582.59314,87.340004,99.41588,430.8054,5011.9976,6219.8066,426.2225,58.233284,1014.87213,581.47174,32.191067,2112.9907,29.196571,8.712181,298.66458,630.9394,315.79886,135.70474,37.550117,326.063,12.631301,37.179417,330.96,3331.2063,44.665504,298.27597,77.87806,2172.0974,203.32379,180.79224,146.48528,3384.6692,235.30421,51.78389,7.352753,6.9577837,18.953735,15.463378,20.230463,26.640171,248.1251,8.094473,1.0861603,46.52118,12.195931,26.289629,27.274355,99.639854,7.954141,68.78703,14.520983,3.4001758,5.947764,197.45975,11.232559,459.5011,4.2311234,27.984571,32.575375,3.1167421,30.103437,16.908394,1842.4172,114.05048,11.2327585,2546.808,635.7853,251.86432,240.01395,140.04437,254.01369,307.19595,5098.932,11311.971,11345.802,192.66013,24.47073,507.35547,21.959156,47.171947,3.7427151,9.41996,59.527008,17.694042,8.166875,142.59575,1151.6683,37.509388,866.98083,245.35655,20.547262,120.26173,16.224995,92.735275,115.00176,574.2931,43.285103,221.96675,16.339746,2370.5024,2662.657,8185.8257,10357.924,7371.475
2022,38370.71484375,11626.889,25601.484,599.16223,89.03379,94.78315,433.31317,5102.2437,6326.3145,418.6492,60.84769,985.6283,556.3837,29.820782,2051.3296,28.086914,10.3306055,290.74362,624.4853,318.7779,123.02662,36.93425,310.33456,12.29314,34.451637,320.34863,3249.2444,47.192566,297.63956,74.33932,2117.3276,211.31343,123.34228,140.00095,3275.057,247.48726,52.979126,7.7043667,7.2548513,18.712116,16.83863,21.570799,28.303114,246.2265,7.890843,1.1314743,47.12125,12.607236,25.648136,27.720148,94.70522,8.304625,68.520996,17.393946,3.3085814,6.3763766,188.59044,12.426854,442.7267,3.9540825,25.8691,34.209568,3.1940396,29.56191,16.981468,1837.4819,117.808174,10.538115,2748.1084,740.2575,266.90692,246.89851,145.34868,268.5622,312.39114,5444.8438,11378.401,11409.745,207.9022,25.66642,482.93137,19.98774,50.135754,4.8291397,8.641787,63.89706,18.478529,7.7893715,166.84732,1178.9053,39.018715,879.9555,270.90613,21.935999,125.23354,9.771445,98.18726,120.10708,611.30756,41.598755,222.28796,15.142201,2455.4521,2607.0303,8241.39,10358.717,7505.2197
2023,,11248.324,,597.53015,77.976166,97.0361,429.08804,5038.7656,6248.0513,434.1627,59.700825,928.3285,546.18536,29.045555,1997.423,24.696878,8.452438,270.68222,545.42755,292.298,111.8794,33.913322,282.32938,11.355755,34.942444,301.19022,3002.8496,55.2552,307.23187,68.13351,,,,,,,,,,,,,,,,,,,,27.751017,,,66.90928,,,,,,,,,,,27.702589,,,,,,,,,,,,,,,,,489.28864,,,,,,,,,,,,,,,,,,,,,,,2365.565,7974.222,,
