Medida ,Combustion de comb,Electricidad y Calor,Otras energías industriales,Man & Const,Transp Carga,Transp Part,Residencial,Comercial y S.P
Conteo,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0
Media,288.4417419433594,139.21810913085938,13.499401092529297,59.32548141479492,50.774253845214844,44.66450881958008,14.952523231506348,5.875768661499023
DE,1287.2413330078125,716.2489013671875,49.093017578125,315.9116516113281,174.7900848388672,146.57305908203125,49.417537689208984,23.3931941986084
Mín,0.6350079774856567,0.0,0.0,0.0,0.18821200728416443,0.0434500016272068,0.0,0.0
25%,7.712718963623047,1.7581754922866821,5.0499998906161636e-05,0.9080895185470581,2.574379563331604,2.403022527694702,0.2563440054655075,0.04133250005543232
50%,26.769296646118164,7.6513519287109375,0.587926983833313,3.5965158939361572,8.676139831542969,7.950222015380859,1.060595989227295,0.39708399772644043
75%,100.83922958374023,41.858184814453125,5.886957883834839,15.378161907196045,24.36104393005371,23.382149696350098,6.132994174957275,1.6815230250358582
Máx,10644.283203125,6095.13623046875,375.8209228515625,2710.7119140625,1699.427978515625,1413.469970703125,323.296142578125,233.87066650390625
